"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"469482",1,1,1,1733,8593,0,43,1,4,0,5,0,2,0,0,0,1,0,0,0,1,0,2,1,1,0
"550364",0,0,0,0,0,2858,47,2462,396,140,6,0,1,0,0,2,3,2,1,0,2,0,1,2,1,0
"470691",9,11,8,1,2,4,0,0,3,1,0,2,20,6,2,0,3,3,17,1,48,7,2,7405,5883,6087
"217802",24,6,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583086",0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,0,0,0,0
"184145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"161464",1,22,0,0,0,0,0,1,0,1,0,0,223,79,66,1,0,1,0,0,1,0,1,3,0,0
"43739",0,0,0,0,0,46,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358364",1,1,2,1903,2975,464,129,155,15,3,0,0,2,2,0,0,0,0,0,1,5,606,11,0,0,0
"145149",24,51,19,195,63,26718,873,10749,103811,25090,1051,40,135,90,86,35,63,248,42,31,35,47,35,102,86,35
"542860",0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471370",14,18,6,2,3,0,0,0,8,0,3,2,27,4,2,0,5,5,21,3,70,10,1,8457,7109,7461
"250833",1,14,0,0,0,9,0,0,0,0,0,1,18,46,78,0,0,0,0,8,14,0,0,0,0,0
"237991",1,5,0,11,60,0,0,0,0,0,0,0,1,2,1,0,0,0,1,3,9,22,0,0,0,0
"68340",0,0,0,89,2,128,11,183,119,7,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
"521688",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13662",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"558367",0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523249",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276742",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
"92501",0,0,0,0,0,201,13,75,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484439",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579616",0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546622",0,0,0,0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
